 ms_accelerometer_x, ms_accelerometer_y, ms_accelerometer_z,outcome
1.0168457,0.48779297,0.28930664,0
1.0532227,0.3774414,0.29370117,0
1.0026855,0.44311523,0.3984375,0
1.4467773,0.6928711,0.095947266,0
0.748291,0.77612305,0.4523926,0
0.6779785,0.51953125,0.4255371,0
0.73852545,0.2770996,0.3515625,0
0.8916016,0.5527344,0.30688477,0
0.5456543,0.38305664,0.25439453,0
0.5456543,0.38305664,0.25439453,0
0.68505865,0.44628906,0.23022462,0
0.7158204,0.40063477,0.20727539,0
0.67480475,0.47924805,0.21630861,0
0.68212897,0.6931153,0.23388673,0
0.5136719,0.5900879,0.41430667,0
0.64453125,0.4182129,0.42358398,0
0.59887695,0.2836914,0.5102539,0
0.77856445,0.76538086,0.3774414,0
0.80493164,0.3239746,0.54345703,0
0.65502936,0.43139648,0.28710938,0
0.68847656,0.41967773,0.0637207,0
0.68847656,0.41967773,0.0637207,0
0.9213867,0.30883792,0.22363283,0
1.1003418,0.3947754,0.40429688,0
0.95874023,0.14111328,0.4345703,0
0.84936523,0.13500977,0.3947754,0
0.7194825,0.21411134,0.3212891,0
0.69140625,0.29736328,0.26489258,0
0.63623047,0.38720706,0.23657227,0
0.50683594,0.4008789,0.30786133,0
0.501709,0.4655762,0.36376956,0
0.5234375,0.47460938,0.25512695,0
0.6806641,0.3852539,0.25195313,0
0.8786621,0.27954102,0.20166017,0
0.8786621,0.27954102,0.20166017,0
0.9785156,0.2783203,0.084228516,0
0.9785156,0.2783203,0.084228516,0
1.241211,0.42138672,0.12841797,0
1.241211,0.42138672,0.12841797,0
1.1904297,0.20776367,0.029785158,0
1.1904297,0.20776367,0.029785158,0
1.3063966,0.20825197,-0.038085938,0
1.2409668,0.16772461,-0.07861328,0
1.2980957,0.14453125,-0.051757813,0
1.2980957,0.14453125,-0.051757813,0
1.1740723,0.20117188,0.019042969,0
1.1740723,0.20117188,0.019042969,0
1.0036621,0.095214844,0.11694337,0
1.0024414,0.15673828,0.0871582,0
1.0532227,0.12792969,0.1003418,0
1.081543,0.10229493,0.10375977,0
1.0449219,0.075683594,0.10913086,0
1.0534668,0.016845703,0.12182617,0
1.0366211,-0.048095703,0.11645508,0
1.0012207,-0.06616211,0.10131836,0
0.9948731,0.008544922,0.11328126,0
1.0007324,0.046386722,0.10375977,0
1.0686035,0.047851566,0.2775879,0
0.64208984,0.024414063,0.45922852,0
2.314209,0.16259766,0.0703125,0
0.92236334,0.24047853,-0.008056641,0
0.9511719,0.22045898,0.08032227,0
0.75439453,0.42700195,0.13671875,0
0.9265137,0.2602539,0.13842773,0
1.0527344,0.41235352,0.064941406,0
0.91845703,0.25073242,0.052490234,0
1.0266113,0.09326172,0.106933594,0
1.017334,0.030029297,0.17822267,0
0.9987793,-0.017578125,0.14501953,0
0.9440918,0.0859375,0.10131836,0
0.95874023,0.23291016,0.37646484,0
0.95874023,0.23291016,0.37646484,0
1.0454102,0.20117188,0.29223633,0
1.0078125,0.17919922,0.27661133,0
0.97094727,0.18237305,0.2512207,0
0.93066406,0.17675783,0.20776367,0
0.89282227,0.1574707,0.21118166,0
0.8747559,0.13012695,0.21142578,0
0.8769532,0.21972656,0.15136719,0
1.0012207,0.36499023,0.1616211,0
1.2788086,0.83593756,-0.022216797,0
1.1254883,0.9377442,0.043945313,0
1.1738281,0.85180664,-0.1381836,0
1.1140137,0.88964844,-0.15283203,0
1.0678711,0.9211426,-0.23510742,0
0.9970704,0.93066406,-0.27026367,0
0.81225586,0.86499023,-0.1772461,0
0.75439453,0.7873535,-0.189209,0
0.47827148,0.52685547,-0.095214844,0
0.42358398,0.5205078,-0.076171875,0
0.3952637,0.48217773,-0.08032227,0
0.45483398,0.6789551,0.091796875,0
0.5366211,0.61865234,0.084228516,0
0.61938477,0.45581055,0.4450684,0
0.94189453,0.35620117,0.55029297,0
0.9277344,0.5239258,0.13012695,0
0.1743164,1.0107422,-0.40429688,0
0.17163087,1.0466309,-0.23388673,0
0.09887695,1.2753906,0.21875,0
0.108154304,1.0100098,-0.10107422,0
0.046142578,1.1130371,-0.14916992,0
0.13452148,1.1818848,-0.140625,0
0.28881836,0.83203125,-0.1381836,0
0.52734375,0.66821295,0.18066406,0
0.5151367,0.59399414,0.100830086,0
0.5529785,0.65112305,0.012451172,0
0.44140628,1.2145996,-0.120605476,0
0.31909183,1.1794434,-0.10253906,0
0.29370117,1.1083984,-0.021972656,0
0.10986328,0.9914551,0.17309572,0
0.12207032,0.9499512,0.20532228,0
-0.036621094,0.82470703,0.26245117,0
-0.004394531,1.0595703,0.23852539,0
0.36035156,1.170166,0.46704105,0
0.18847658,0.70190436,0.1586914,0
-0.19653322,0.9436036,-0.12597656,0
-0.01879883,1.0866699,0.41992188,0
0.21850587,0.8405762,0.52124023,0
-0.06225586,0.8813477,0.11767579,0
0.020507813,1.0512695,0.17700195,0
0.19360353,0.93042,0.4243164,0
0.11010742,0.83325195,0.3779297,0
0.08325196,0.93066406,0.36328125,0
0.04492188,0.9011231,0.37939453,0
0.044189457,0.9272461,0.40527344,0
0.13305664,0.9152832,0.3513184,0
0.11010742,0.878418,0.3449707,0
0.091796875,0.9001465,0.4187012,0
0.09497071,0.91650397,0.49121097,0
0.07055664,0.8833008,0.43652344,0
0.03540039,0.88305664,0.40161133,0
0.021728517,0.85375977,0.35961914,0
-0.029052736,0.9448242,0.3876953,0
-0.030273438,0.98413086,0.421875,0
-0.1027832,0.8288574,0.41992188,0
-0.1394043,0.8681641,0.39624023,0
-0.1394043,0.8681641,0.39624023,0
-0.099853516,0.83227545,0.26879883,0
-0.10522462,0.9487305,0.033691406,0
0.23583984,1.0178223,0.12695313,0
0.44262695,1.3845215,-0.22656251,0
0.42651367,1.0922852,-0.13208008,0
0.35888672,0.89892584,0.012207031,0
0.34057617,0.8815918,0.055664063,0
0.18603516,0.756836,-0.003662109,0
0.30639648,0.9343262,0.009521484,0
0.3149414,1.1289063,0.035888672,0
0.03540039,1.0070801,-0.10620117,0
0.033935547,1.0400391,0.19189453,0
0.07519532,1.1230469,0.25439453,0
0.11376953,1.0385742,0.21997072,0
0.20458986,0.93066406,0.20922852,0
0.27734375,0.9863281,0.19995117,0
0.26879883,0.98022467,0.099609375,0
0.21118166,0.9274903,0.087402344,0
0.2023926,1.0239258,0.11401368,0
0.17822267,1.0705566,0.14086914,0
0.16723634,0.9892578,0.17333984,0
0.16723634,0.9892578,0.17333984,0
0.17211914,1.0419922,0.2023926,0
0.15112306,1.0212402,0.20751955,0
0.112548836,1.0334473,0.23754884,0
0.13696289,1.0083008,0.27368164,0
0.47485352,0.8339844,0.3166504,0
0.120605476,0.71508795,0.114990234,0
-0.05419922,0.9274903,0.48022464,0
-0.09301758,1.060791,0.53344727,0
-0.14550781,0.9562988,0.23510742,0
-0.08764649,0.92211914,0.30541992,0
-0.03930664,0.99438477,0.41186523,0
-0.12719727,0.8449707,0.36694336,0
-0.16381836,0.9343262,0.49829102,0
0.13354492,0.7470703,0.5996094,0
0.076171875,0.63183594,0.5083008,0
-0.051513676,0.7182617,0.45214844,0
-0.24707033,1.1105957,0.48999023,0
-0.39697266,0.9519043,0.6047363,0
-0.5053711,0.98242193,0.4555664,0
-0.5053711,0.98242193,0.4555664,0
-0.23681642,0.89965826,0.36621094,0
-0.3474121,0.87231445,0.43115237,0
-0.23071289,0.79565436,0.41943362,0
-0.23071289,0.79565436,0.41943362,0
-0.05834961,1.0664063,0.28808594,0
-0.17114258,0.65185547,0.24682617,0
-0.17114258,0.65185547,0.24682617,0
-0.17114258,0.65185547,0.24682617,0
-0.20385744,0.690918,0.48461917,0
0.21655273,0.8449707,0.5683594,0
0.20996094,1.2304688,1.0834961,0
-0.19995117,0.5361328,0.958252,0
-0.19995117,0.5361328,0.958252,0
-0.20996094,0.71850586,0.63061523,0
0.006103516,0.7416992,0.07519532,0
0.27416992,0.944336,-0.05102539,0
0.27416992,0.944336,-0.05102539,0
0.28393555,0.97094727,-0.03759766,0
0.5566406,1.1252441,0.07373047,0
0.7141113,0.97998047,0.060302738,0
0.7036133,0.92871094,-0.11816406,0
0.3586426,0.5744629,-0.001464844,0
0.234375,0.8212891,0.18969727,0
-0.016601563,0.8027344,0.39990234,0
-0.23901369,1.0290527,0.49829102,0
0.028808594,1.2092285,0.56030273,0
0.0456543,1.1569824,0.44091797,0
-0.25512695,1.0043945,-0.05004883,0
-0.40722656,0.9875489,-0.008056641,0
0.12109375,0.82666016,0.37158203,0
0.028564453,0.7705078,0.22827148,0
0.000244141,0.8344727,0.060302738,0
0.06225586,1.2524414,0.17749025,0
-0.03051758,1.2524414,0.36328125,0
0.034423828,1.0981445,0.40600586,0
0.029541016,0.9182129,0.37817383,0
-0.06225586,0.5559082,0.22924805,0
-0.015625,0.39868164,0.17919922,0
-0.04321289,0.26098633,0.22143556,0
0.23022462,0.60791016,0.2980957,0
0.45483398,0.642334,0.05102539,0
0.49707034,0.46948242,-0.31542972,0
0.8273926,1.0925293,-0.30126953,0
0.8742676,0.9929199,0.004882813,0
0.8742676,0.9929199,0.004882813,0
1.2912598,0.48510742,-0.18701173,0
1.4689943,0.32348636,-0.23486328,0
1.3635255,0.4338379,0.08227539,0
1.2612305,0.25830078,0.106933594,0
1.2478029,0.23120117,0.116210945,0
1.0881348,0.017578125,0.21582031,0
0.8430176,-0.07006836,0.2770996,0
0.8378906,-0.03833008,0.26293945,0
0.85595703,0.06518555,0.25585938,0
0.9450684,0.29248047,0.19604492,0
0.82861334,0.30541992,0.30224612,0
0.96923834,0.2927246,0.08666992,0
1.1335449,0.27197266,-0.021484375,0
1.1374512,0.20361328,-0.03564453,0
1.1455078,0.1496582,-0.041748047,0
0.97265625,-0.041503906,-0.107666016,0
0.95703125,0.006835938,-0.18627931,0
1.0092773,-0.02685547,-0.21411134,0
0.9909668,0.29370117,-0.27807617,0
0.9152832,0.06713867,-0.23754884,0
0.9152832,0.06713867,-0.23754884,0
0.94213873,0.05859375,-0.16503908,0
1.050293,0.10205078,-0.10302735,0
0.9875489,-0.036621094,-0.05493164,0
1.1765137,0.11303711,-0.27734375,0
0.8510742,-0.23486328,0.072753906,0
0.9077149,-0.051513676,0.15527344,0
0.98657227,0.013183594,0.16308594,0
1.0466309,0.08251954,0.13916016,0
1.0952148,0.27954102,0.056884766,0
0.9584961,0.24243164,-0.005615235,0
0.94970703,0.22705078,-0.01123047,0
0.97290045,0.18383789,0.021240234,0
1.0595703,0.17871094,0.025390627,0
1.036377,0.14453125,0.0234375,0
0.8654785,0.14355469,0.064941406,0
0.79931647,0.16381836,0.13354492,0
0.8383789,0.19311523,0.17871094,0
1.1345215,0.037353516,0.08569336,0
1.1591797,-0.011962892,0.11010742,0
0.93359375,0.020996096,0.24560548,0
0.8210449,0.07128906,0.33129883,0
0.9411621,0.022216797,0.26708984,0
0.93261725,-0.048583988,0.19897461,0
0.90600586,-0.024414063,0.17016603,0
0.8618164,0.016357422,0.20629883,0
0.8742676,-0.046142578,0.28857422,0
0.9226074,-0.002197266,0.27246094,0
1.0273438,-0.016601563,0.2290039,0
1.0246582,0.009033203,0.18017578,0
0.9670411,-0.00390625,0.18310547,0
0.9526367,0.004150391,0.17675783,0
0.9614258,0.022705078,0.16821289,0
0.9562988,-0.019042969,0.13085938,0
1.0068359,0.03100586,0.15283203,0
0.99072266,0.03125,0.1508789,0
0.9707032,0.005371094,0.15136719,0
0.9670411,0.010498048,0.16015625,0
0.9367676,0.017822266,0.17333984,0
0.91210943,-0.026611328,0.18554689,0
0.9648438,0.020507813,0.18237305,0
0.91845703,0.01123047,0.18408205,0
0.8823242,-0.005126953,0.19506837,0
0.9016113,0.014892579,0.1977539,0
0.9321289,0.05126953,0.21484376,0
0.95336914,0.00390625,0.22705078,0
0.98999023,0.061523438,0.23681642,0
0.9301758,-0.08203125,0.19799806,0
0.8112793,0.029541016,0.21191408,0
0.72534186,-0.2055664,0.17163087,0
0.72534186,-0.2055664,0.17163087,1
0.7265625,-0.042724613,-0.0078125,1
0.7070313,-0.25732422,-0.08569336,1
0.65527344,-0.41381836,-0.2722168,1
0.41455078,-0.20703125,-0.53100586,1
0.18041994,-0.6928711,-0.45336914,1
0.095214844,-0.59155273,-0.48999023,1
-0.1640625,-0.49633792,-0.11791992,1
-0.11206055,0.33862305,-0.21044923,1
0.6501465,0.37060547,0.08276367,1
1.5793457,1.5363771,1.7089844,1
1.5793457,1.5363771,1.7089844,1
1.5793457,1.5363771,1.7089844,1
2.3063965,0.60742193,2.237793,1
1.130127,1.546631,0.6237793,1
1.0532227,0.99633795,1.0876465,1
1.0532227,0.99633795,1.0876465,1
0.09448242,0.8918457,0.857666,1
0.27661133,0.91625977,0.50219727,1
0.042724613,0.5136719,0.29296875,1
-0.022705078,0.5563965,0.21826172,1
-0.2578125,0.75268555,0.24902344,1
-0.39599612,0.67480475,0.33789063,1
-0.1652832,0.6804199,0.26831055,1
-0.331543,0.46044925,0.18969727,1
-0.24291992,0.5942383,0.20385744,0
0.08081055,0.6208496,0.09375,0
-0.21362305,0.58813477,-0.12158203,0
-0.19238281,0.8344727,-0.09887695,0
0.008789063,1.8552246,0.05834961,0
0.29296875,1.5859375,0.7507324,0
-0.22924805,0.6765137,0.6245117,0
0.26464844,0.28125,0.67480475,0
0.26464844,0.28125,0.67480475,0
0.14233398,0.5600586,0.53027344,0
0.14233398,0.5600586,0.53027344,0
0.2590332,0.9082031,0.60546875,0
0.2590332,0.9082031,0.60546875,0
0.28051758,1.0810547,0.6269531,0
0.28051758,1.0810547,0.6269531,0
-0.1352539,1.0341797,0.6694336,0
-0.1352539,1.0341797,0.6694336,0
-0.5024414,0.7126465,0.7558594,0
-0.5024414,0.7126465,0.7558594,0
-0.8251953,0.60424805,0.78222656,0
0.15405275,0.21777345,0.56518555,0
0.80126953,0.44018555,0.40771487,0
0.80126953,0.44018555,0.40771487,0
1.270752,0.6062012,0.61743164,0
0.02246094,0.2294922,1.2927246,0
-0.008544922,0.70849615,0.6572266,0
-0.19189453,1.0439453,0.55688477,0
-0.43530273,1.2727052,0.5949707,0
-0.028076172,1.0393066,0.057617188,0
0.20996094,0.17553711,0.6403809,0
0.2697754,-0.69921875,1.8862305,0
0.23535158,-0.13720703,1.3129884,0
0.41601563,1.3884279,0.22631836,0
-0.5239258,0.88378906,0.3173828,0
-0.20117188,0.8806153,0.6333008,0
-0.43823242,0.91625977,0.36987305,0
-0.34960938,1.1535645,0.23950195,0
-0.50390625,1.1948242,0.2680664,0
-0.3586426,0.90649414,0.20507813,0
-0.3347168,0.8991699,0.22070314,0
-0.33666995,0.78637695,0.0234375,0
-0.33203125,0.60791016,-0.1760254,0
-0.23803711,1.8666993,0.021484375,0
-0.25463867,0.040039063,0.3076172,0
-0.13696289,0.25878906,0.31909183,0
0.4487305,2.9086916,0.03857422,0
0.49243164,1.8588867,1.2302247,0
-0.20043945,0.60253906,0.94580084,0
-0.07788086,0.41186523,0.55688477,0
0.5275879,0.79956055,1.2541504,0
0.30908203,0.6569824,1.0090332,0
0.077392586,0.5932617,0.82299805,0
-0.049072266,0.7001953,0.6359864,0
-0.01171875,0.7373047,0.5144043,0
0.041748047,0.89624023,0.56274414,0
0.060058594,0.36108398,0.16015625,0
0.5834961,0.6066895,-0.033691406,0
0.5864258,0.1237793,0.09350587,0
0.61938477,0.35302734,0.4243164,0
0.61938477,0.35302734,0.4243164,0
0.97949225,1.0339355,-0.06518555,0
1.1713867,-0.40795898,0.19311523,0
1.6552734,-0.29345703,0.36230472,0
1.4675294,0.82495123,-0.5649414,0
1.3356935,0.051513676,-0.33300784,0
1.206543,-0.036376953,-0.11352539,0
1.1398926,-0.22387695,0.16625977,0
1.0129395,0.013183594,0.23120117,0
0.8486328,-0.23486328,0.06518555,0
0.8078613,-0.23046875,-0.03857422,0
0.55371094,-0.501709,0.1508789,0
0.65429693,-0.38720706,0.27612305,0
1.0808105,-0.40722656,-0.03491211,0
1.0268555,-0.15673828,-0.10205078,0
1.0566406,-0.23657227,0.1994629,0
1.2597656,-0.095947266,-0.13720703,0
1.152832,-0.24731445,0.052246097,0
1.2971191,-0.33691406,0.05053711,0
2.1584473,-0.9338379,-0.13867188,0
2.2827148,-1.6838379,-0.5053711,0
1.6330568,2.0961914,-0.17211914,0
-0.08886719,1.2558595,-0.28442383,0
-1.5219727,0.49414065,-0.43237305,0
-1.1472168,-0.27661133,0.6096192,0
-1.175293,-1.9367676,2.1489258,0
5.236328,-0.5683594,0.40527344,0
1.5263672,-0.36547852,0.82006836,0
1.4914551,-0.081054695,0.36499023,0
1.223877,0.06274414,-0.020019531,0
1.5849609,0.16235352,0.20043945,0
1.6206056,-0.107910156,0.07836914,0
1.0944824,-1.4243165,-0.4909668,0
1.2321777,-1.5493164,0.016845703,0
0.8234864,-1.3825685,-0.47265625,0
0.8442383,-1.1311035,-0.6191407,0
0.8850098,-1.3081055,-0.45605472,0
0.75878906,-1.0534668,-0.45971683,0
0.7858887,-0.545166,-0.3820801,0
0.69824225,-0.57373047,-0.24829102,0
0.5529785,-0.4008789,-0.22509767,0
0.22705078,-0.18139648,-0.110839844,0
0.18896484,-0.1706543,-0.06713867,0
0.07373047,0.23510742,-0.05908203,0
0.07080078,0.2548828,-0.05297852,0
0.09667969,0.21118166,-0.048828125,0
0.36791992,0.15332033,-0.044433594,0
0.8935547,0.28222656,-0.19311523,0
1.2275391,0.15332033,-0.38330078,0
1.2290039,-0.32910156,-0.4807129,0
1.2436523,-0.2175293,-0.07104492,0
1.1591797,-0.2680664,0.041015625,0
0.7746582,-0.2849121,-0.08520508,0
0.54956055,0.31982425,-0.20141602,0
0.3552246,-0.092773445,-0.12597656,0
0.15014648,-0.47631836,0.052001953,0
1.4423828,0.37036136,-0.06689453,0
1.7453613,0.36621094,-0.020019531,0
1.6865236,0.15014648,-0.18041994,0
0.9272461,-0.8232422,0.1328125,0
0.9272461,-0.8232422,0.1328125,0
0.8508301,-0.31860352,0.0546875,0
0.7607422,-0.28955078,0.10205078,0
0.9995117,0.4711914,0.2294922,0
0.9350586,0.008300781,0.19384766,0
0.97094727,-0.00390625,0.17407227,0
0.97094727,-0.00390625,0.17407227,0
0.97998047,-0.034423828,0.10375977,0
1.036377,-0.032958984,0.06103516,0
1.036377,-0.032958984,0.06103516,0
1.0412598,-0.088134766,0.06103516,0
1.0141602,-0.03833008,0.10986328,0
0.99243164,-0.11035157,0.08203125,0
0.9741211,-0.15820313,0.045898438,0
0.9018555,-0.21191408,0.08691407,0
0.857666,-0.2788086,0.09423829,0
0.81835943,-0.44360355,0.02685547,0
0.79907227,-0.26953125,0.06176758,0
0.79907227,-0.26953125,0.06176758,0
0.9929199,-0.18359375,-0.043457035,0
0.8796387,-0.25024414,-0.026123049,0
0.83496094,-0.49633792,-0.035888672,0
0.83496094,-0.49633792,-0.035888672,0
0.21704103,-0.30639648,0.15307617,0
0.23974611,-0.13867188,0.049804688,1
0.34448242,-0.10302735,0.016357422,1
0.27294922,-0.12231445,-0.024414063,1
0.14208984,0.016113281,-0.018554688,1
0.07910156,0.12524414,-0.39746097,1
-0.037109375,-0.34985355,-0.33886722,1
-0.1418457,0.45874023,-0.28930664,1
-0.048095703,0.33544922,0.32250977,1
-0.048095703,0.33544922,0.32250977,1
0.20019533,-0.921875,-0.36694336,1
0.20019533,-0.921875,-0.36694336,1
3.6574707,1.2338868,3.0405276,1
3.6574707,1.2338868,3.0405276,1
4.7006836,-1.0400391,1.4101563,1
4.7006836,-1.0400391,1.4101563,1
1.4208984,0.6875,0.86621094,1
1.4208984,0.6875,0.86621094,1
0.53100586,1.3513184,0.6367188,1
0.53100586,1.3513184,0.6367188,1
0.16113281,0.28833008,0.62792975,1
0.16113281,0.28833008,0.62792975,1
0.40795898,0.65209967,0.6623536,1
0.40795898,0.65209967,0.6623536,1
-0.75463873,0.33081058,0.45385745,1
-0.006103516,0.6403809,0.6489258,1
0.7209473,1.3093263,1.7517091,0
0.7209473,1.3093263,1.7517091,0
-0.08764649,0.32958984,0.7495118,0
-0.08666992,0.3044434,0.6591797,0
0.022949219,0.48632813,0.78930664,0
-0.029541016,0.81811523,0.86206055,0
0,1.0930176,0.54345703,0
-0.087402344,1.1767578,0.7241211,0
0.013183594,0.4423828,0.75,0
0.24584961,0.6442871,0.73876953,0
0.13842773,0.37939453,0.7307129,0
0.051757813,-0.10864258,0.70874023,0
-0.058105472,0.5913086,1.0822754,0
0.0690918,0.6230469,0.8034668,0
0.056396484,0.5773926,0.7392579,0
-0.30004886,0.56884766,0.8601075,0
0.048828125,0.74877936,0.6855469,0
-0.047607422,0.48657227,1.0080566,0
-0.37109378,0.51953125,0.736084,0
-0.35571292,0.5317383,0.57470703,0
-0.31079102,0.6159668,0.5078125,0
-0.5756836,0.6191407,0.46118167,0
-0.7875977,0.38989258,0.5251465,0
-0.40795898,0.4909668,0.6130371,0
-0.14868164,0.8625488,0.65527344,0
-0.20727539,0.7832032,0.9440918,0
-0.001464844,0.9724121,0.7770996,0
0.3483887,0.47460938,1.0205078,0
0.37353516,0.2355957,1.0512695,0
-0.06323242,0.5029297,1.2766113,0
0.37402347,0.8625488,1.1459961,0
-0.22851563,1.2905273,1.0373535,0
-0.345459,0.70483404,0.8103028,0
-0.21044923,0.73828125,0.61108404,0
0.1538086,0.44287112,0.7902832,0
0.43261722,0.22705078,0.7041016,0
0.49023438,0.2126465,0.6235352,0
0.48657227,0.15307617,0.34814453,0
0.48657227,0.15307617,0.34814453,0
0.61474615,0.28686523,0.03515625,0
0.94091797,0.29467773,-0.34619144,0
1.1384277,-0.36669925,-0.11230469,0
1.0339355,0.9580078,0.40112308,0
0.28710938,-0.17138672,-0.025878906,0
0.98046875,0.35473633,0.60839844,0
1.2302247,0.32983398,0.11743164,0
1.5256348,-0.05419922,-0.045410156,0
1.2106934,-0.16259766,-0.265625,0
1.4072266,0.14355469,-0.032714844,0
1.1452637,0.27246094,-0.06933594,0
0.93261725,-0.033447266,-0.29833984,0
0.96264654,-0.23974611,-0.059814453,0
0.6320801,-0.5546875,-0.57250977,0
0.9279785,-0.012451172,-0.087402344,0
0.9382324,-0.1171875,-0.096435554,0
0.75561523,-0.06591797,-0.32958984,0
0.75561523,-0.06591797,-0.32958984,0
1.0319824,-0.011962892,-0.96435547,0
1.2333984,-0.013671875,-0.53930664,0
1.1516113,-0.18774416,-1.1320801,0
1.3337402,-0.29858398,-0.70776373,0
1.2578125,-0.2927246,-0.47998047,0
1.0671387,-0.3747559,-0.8178711,0
0.8850098,-0.22045898,-0.92895514,0
0.8479004,-0.12939453,-0.7939453,0
0.9670411,-0.118652344,-1.0585938,0
1.0964355,-0.1723633,-0.84594727,0
0.8535157,-0.43432617,-0.4853516,0
0.6647949,-0.89624023,-0.34375,0
0.70874023,-0.16699219,-1.1765137,0
0.6667481,-1.1650391,-0.7304688,0
0.69140625,-1.0842285,-0.8798829,0
1.0349121,-0.8010254,-0.96875,0
1.0864258,-0.7604981,-0.81811523,0
0.8845215,-0.7402344,-0.6206055,0
0.8618164,-0.44995117,-0.53637695,0
0.6218262,-0.05371094,-0.3347168,0
0.4248047,0.19726564,-0.22827148,0
0.23535158,0.34643555,-0.021972656,0
0.19238281,0.38598633,-0.014160157,0
0.23461916,-0.118896484,0.036132813,0
0.517334,-0.19726564,-0.03564453,0
0.51782227,-0.038085938,0.014404297,0
0.529541,-0.10302735,-0.018310547,0
0.8173828,-0.17822267,-0.27783203,0
1.0344238,0.2023926,-0.50439453,0
1.0405273,0.27319336,-0.5422363,0
